Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Predicted_AI_Impact
Patient Financial Counselor,40,419,1484,0.2823450134770889,Construction,30.18
Patient Registrar,40,369,1359,0.271523178807947,Sales & Marketing,33.513333333333335
Patient Service Representative,40,386,1468,0.2629427792915531,Hospitality,33.97666666666667
Patient Service Specialist,40,394,1479,0.2663962136578769,Communication & PR,31.813333333333333
Patient Services Representative,40,392,1473,0.2661235573659199,Data & IT,31.41
Screener,40,273,949,0.2876712328767123,Administrative & Clerical,35.03333333333333
Criminal Investigator,40,517,1512,0.3419312169312169,Leadership & Strategy,35.18333333333333
Food Inspector,40,345,1217,0.2834839769926047,Medical & Healthcare,37.983333333333334
Game Warden,40,320,1001,0.3196803196803197,Supply Chain & Logistics,34.916666666666664
Regulatory Specialist,40,604,1904,0.3172268907563025,Law Enforcement,40.11666666666667
Cargo Agent,40,597,2088,0.2859195402298851,Construction,38.79333333333334
Inventory Planner,40,791,2569,0.3079019073569482,Sales & Marketing,37.8
Logistics Administrator,40,749,2422,0.3092485549132948,Hospitality,37.43333333333333
Logistics Analyst,40,814,2675,0.3042990654205607,Communication & PR,36.61666666666667
Logistics Planner,40,756,2500,0.3024,Data & IT,29.416666666666668
Purchasing Specialist,40,530,1717,0.308677926616191,Administrative & Clerical,40.0
Senior Buyer,40,449,1512,0.296957671957672,Leadership & Strategy,37.193333333333335
Supply Chain Planner,40,670,2481,0.2700523982265215,Medical & Healthcare,30.8
Certified Personal Trainer,40,551,1737,0.3172135866436384,Supply Chain & Logistics,41.46666666666667
Anchor,40,697,2170,0.3211981566820276,Law Enforcement,40.263333333333335
Broadcast Journalist,40,756,2331,0.3243243243243243,Construction,39.666666666666664
Communications,40,841,2410,0.3489626556016597,Sales & Marketing,34.666666666666664
Communications Officer,40,842,2542,0.3312352478363493,Hospitality,40.016666666666666
Content Specialist,40,986,3369,0.2926684476105669,Communication & PR,32.52333333333333
Creative Producer,40,898,3016,0.2977453580901856,Data & IT,37.86
Proofreader,40,430,1728,0.2488425925925926,Administrative & Clerical,31.046666666666667
Sound Technician,40,424,1317,0.3219438116932422,Leadership & Strategy,38.45
Technical Designer,40,583,2311,0.2522717438338381,Medical & Healthcare,31.61
Qa Analyst,40,643,1948,0.330082135523614,Supply Chain & Logistics,39.54333333333334
Clinical Nurse Educator,40,386,1041,0.3707973102785782,Law Enforcement,38.026666666666664
Computer Teacher,40,562,1344,0.4181547619047619,Construction,35.81666666666667
Early Childhood Education,40,440,1092,0.4029304029304029,Sales & Marketing,34.513333333333335
Education Consultant,40,618,1955,0.3161125319693094,Hospitality,40.11666666666667
Head Start Teacher,40,399,1196,0.3336120401337792,Communication & PR,36.60333333333333
Library Technician,40,521,1849,0.2817739318550568,Data & IT,34.17333333333333
Online Instructor,40,846,2784,0.3038793103448275,Administrative & Clerical,39.3
School Administrator,40,491,1714,0.2864644107351225,Leadership & Strategy,38.86666666666667
Substitute Teacher,40,470,1701,0.2763080540858318,Medical & Healthcare,15.54
Test Proctor,40,463,1638,0.2826617826617826,Supply Chain & Logistics,32.61
Training Coordinator,40,676,2242,0.3015165031222123,Law Enforcement,39.62
Training Supervisor,40,655,2201,0.2975920036347115,Construction,40.15
Agent,40,648,2044,0.3170254403131115,Sales & Marketing,39.64
Aircraft Painter,40,403,1500,0.2686666666666666,Hospitality,34.17
Art Director,40,686,2666,0.2573143285821455,Communication & PR,33.28666666666667
Assistant Art Director,40,658,2252,0.2921847246891652,Data & IT,38.64
Character Artist,40,737,2724,0.2705580029368575,Administrative & Clerical,37.0
Concept Artist,40,786,2804,0.2803138373751783,Leadership & Strategy,34.723333333333336
Creative Consultant,40,827,2896,0.2855662983425414,Medical & Healthcare,35.163333333333334
Designer,40,745,2746,0.2713037144938092,Supply Chain & Logistics,37.71666666666667
Drone Pilot,40,357,1046,0.3413001912045889,Law Enforcement,37.39333333333333
Illustrator,40,468,2014,0.2323733862959285,Construction,31.536666666666665
Industrial Painter,40,182,966,0.1884057971014492,Sales & Marketing,32.236666666666665
Technical Writer,40,715,2803,0.2550838387442026,Hospitality,32.54
Ticketing Agent,40,495,1754,0.282212086659065,Communication & PR,26.64666666666667
Video Game Tester,40,532,1838,0.2894450489662676,Data & IT,36.666666666666664
Anesthesiologist Assistant,40,382,1277,0.2991386061080657,Administrative & Clerical,23.94
Cardiac Sonographer,40,403,1376,0.2928779069767442,Leadership & Strategy,40.18
Cardiovascular Technologist,40,417,1411,0.2955350815024805,Medical & Healthcare,40.36
Certified Occupational Therapy Assistant,40,438,1476,0.2967479674796748,Supply Chain & Logistics,37.77333333333333
Certified Pharmacy Technician,40,232,722,0.3213296398891966,Law Enforcement,31.916666666666668
Clinical Exercise Physiologist,40,283,904,0.3130530973451327,Construction,35.36666666666667
Dosimetrist,40,199,646,0.3080495356037152,Sales & Marketing,30.816666666666666
Er Rn,40,214,523,0.4091778202676864,Hospitality,35.8
Health Inspector,40,300,903,0.3322259136212624,Communication & PR,35.28
Hearing Aid Specialist,40,301,1053,0.2858499525166192,Data & IT,36.6
Hearing Instrument Specialist,40,297,1049,0.2831267874165872,Administrative & Clerical,37.34
Medical Illustrator,40,487,2085,0.2335731414868105,Leadership & Strategy,31.243333333333332
Medical Physicist,40,305,1065,0.2863849765258216,Medical & Healthcare,32.0
Pharmacist Technician,40,238,1071,0.2222222222222222,Supply Chain & Logistics,19.876666666666665
Pharmacy Technician,40,248,1012,0.2450592885375494,Law Enforcement,31.17
Phlebotomy,40,171,710,0.2408450704225352,Construction,31.43
Phlebotomy Technician,40,177,714,0.2478991596638655,Sales & Marketing,27.23
Radiology Manager,40,331,1271,0.2604248623131392,Hospitality,34.156666666666666
Specimen Processor,40,325,1144,0.2840909090909091,Communication & PR,39.5
Sterile Processing Technician,40,274,1052,0.2604562737642585,Data & IT,31.33
Surgical Technician,40,265,887,0.2987598647125141,Administrative & Clerical,35.45
Surgical Technologist,40,266,910,0.2923076923076923,Leadership & Strategy,37.3
Aircraft Fueler,40,394,1326,0.2971342383107089,Medical & Healthcare,39.14666666666667
Aircraft Technician,40,434,1406,0.3086770981507823,Supply Chain & Logistics,39.013333333333335
Atm Technician,40,442,1466,0.3015006821282401,Law Enforcement,36.69
Automation Specialist,40,598,1883,0.3175783324482209,Construction,40.156666666666666
Aviation Technician,40,434,1419,0.3058491895701198,Sales & Marketing,38.763333333333335
Calibration Technician,40,478,1599,0.2989368355222013,Hospitality,39.74666666666667
Electronics Technician,40,339,966,0.3509316770186335,Communication & PR,37.593333333333334
Equipment Technician,40,251,781,0.3213828425096031,Data & IT,31.733333333333334
Forklift Mechanic,40,121,503,0.2405566600397614,Administrative & Clerical,37.3
Generalist,40,527,1657,0.3180446590223295,Leadership & Strategy,42.61
Hvac Service Technician,40,270,1079,0.2502316960148285,Medical & Healthcare,30.416666666666668
Hvac Technician,40,272,1080,0.2518518518518518,Supply Chain & Logistics,32.18666666666667
Janitorial Manager,40,355,1277,0.2779953014878621,Law Enforcement,34.54666666666667
Maintenance Manager,40,407,1380,0.294927536231884,Construction,40.39333333333333
Maintenance Superintendent,40,397,1376,0.2885174418604651,Sales & Marketing,37.87
Newspaper Delivery,40,409,1411,0.2898653437278526,Hospitality,39.38666666666666
Parking Enforcement Officer,40,148,558,0.2652329749103942,Communication & PR,38.78666666666667
Sewing,40,143,512,0.279296875,Data & IT,35.346666666666664
Theater Manager,40,472,1739,0.2714203565267395,Administrative & Clerical,23.54
Watchmaker,40,157,643,0.2441679626749611,Leadership & Strategy,36.916666666666664
Assistant Buyer,40,710,2168,0.3274907749077491,Medical & Healthcare,40.06
Associate Buyer,40,710,2181,0.3255387436955525,Supply Chain & Logistics,39.95333333333333
Automation Technician,40,557,1796,0.3101336302895323,Law Enforcement,43.55
Cmm Programmer,40,295,919,0.3210010881392818,Construction,33.46666666666667
Controls Technician,40,304,964,0.3153526970954357,Sales & Marketing,35.45
Inventory,40,539,1778,0.3031496062992126,Hospitality,40.63666666666666
Manufacturing Analyst,40,638,2158,0.2956441149212233,Communication & PR,40.623333333333335
Manufacturing Technician,40,432,1757,0.2458736482640865,Data & IT,16.116666666666667
Material Handler,40,352,1212,0.2904290429042904,Administrative & Clerical,34.32
Order Builder,40,341,1195,0.2853556485355648,Leadership & Strategy,38.82
Order Picker,40,345,1200,0.2875,Medical & Healthcare,37.403333333333336
Order Puller,40,343,1198,0.2863105175292154,Supply Chain & Logistics,37.13
Picker,40,154,584,0.2636986301369863,Law Enforcement,37.81333333333333
Production Operator,40,250,1013,0.2467917077986179,Construction,20.196666666666665
Deli Manager,40,541,1803,0.3000554631170272,Sales & Marketing,39.79
Director Of Development,40,829,2430,0.3411522633744856,Hospitality,37.38666666666666
Business Development Officer,40,958,2883,0.3322927506070066,Communication & PR,39.126666666666665
Field Representative,40,682,2146,0.3178005591798695,Data & IT,40.983333333333334
Dialysis Nurse,40,453,1512,0.2996031746031746,Administrative & Clerical,34.61666666666667
Oncology Nurse,40,444,1475,0.3010169491525423,Leadership & Strategy,40.096666666666664
Service Delivery Manager,40,772,2336,0.3304794520547945,Medical & Healthcare,39.733333333333334
Excavator Operator,40,306,1146,0.2670157068062827,Supply Chain & Logistics,19.78
Claim Representative,40,723,2147,0.3367489520260829,Law Enforcement,39.75
Insurance Manager,40,700,2137,0.3275620028076743,Construction,39.276666666666664
Auto Body Technician,40,412,1409,0.2924059616749467,Sales & Marketing,40.81333333333333
Dental Office Manager,40,651,2087,0.31193100143747,Hospitality,40.03333333333333
Configuration Manager,40,701,2069,0.3388110198163364,Communication & PR,39.17666666666667
Clinical Nurse,40,458,1509,0.3035122597746852,Data & IT,39.27333333333333
Events Assistant,40,758,2237,0.3388466696468484,Administrative & Clerical,38.65
Transportation Dispatcher,40,719,2282,0.3150744960560911,Leadership & Strategy,39.2
Bar Manager,40,564,1815,0.3107438016528925,Medical & Healthcare,44.45
Family Nurse Practitioner,40,450,1494,0.3012048192771084,Supply Chain & Logistics,39.336666666666666
Nurse Clinician,40,452,1493,0.3027461486939048,Law Enforcement,34.27333333333333
Assembly Technician,40,437,1436,0.3043175487465181,Construction,38.99333333333333
Night Manager,40,430,1380,0.3115942028985507,Sales & Marketing,37.36
Reservation Specialist,40,614,2138,0.2871842843779233,Hospitality,38.20666666666666
Reservationist,40,570,2011,0.2834410740924913,Communication & PR,35.446666666666665
Reservations Agent,40,565,2015,0.2803970223325062,Data & IT,35.49333333333333
Restaurant General Manager,40,392,1308,0.2996941896024465,Administrative & Clerical,38.02333333333333
Restaurant Supervisor,40,384,1285,0.2988326848249027,Leadership & Strategy,37.95333333333333
Server,40,206,666,0.3093093093093093,Medical & Healthcare,15.3
Server Assistant,40,246,708,0.3474576271186441,Supply Chain & Logistics,33.873333333333335
Travel Assistant,40,708,2151,0.3291492329149233,Law Enforcement,40.166666666666664
Behavioral Technician,40,134,948,0.1413502109704641,Construction,42.46666666666667
Nursing Home Administrator,40,440,1692,0.260047281323877,Sales & Marketing,36.3
Youth Program Director,40,771,2366,0.3258664412510566,Hospitality,40.15
Air Marshal,40,41,325,0.1261538461538461,Communication & PR,37.666666666666664
Court Security Officer,40,339,1079,0.3141797961075069,Data & IT,35.05
Detective,40,400,1195,0.3347280334728033,Administrative & Clerical,36.78666666666667
Forensic Investigator,40,419,1269,0.3301812450748621,Leadership & Strategy,37.64333333333333
Gunsmith,40,140,555,0.2522522522522522,Medical & Healthcare,36.333333333333336
Investigator,40,473,1414,0.3345120226308345,Supply Chain & Logistics,36.303333333333335
Security Supervisor,40,283,998,0.2835671342685371,Law Enforcement,36.6
Cisco Engineer,40,95,623,0.1524879614767255,Construction,35.31666666666667
Cisco Network Engineer,40,95,623,0.1524879614767255,Sales & Marketing,37.75
Computer Operator,40,457,1300,0.3515384615384615,Hospitality,35.96333333333333
Controls Engineer,40,453,1254,0.361244019138756,Communication & PR,38.02333333333333
Digital Account Manager,39,560,1606,0.348692403486924,Data & IT,34.57333333333333
Edi Analyst,38,524,1437,0.3646485734168406,Administrative & Clerical,36.99
Information Security Engineer,38,491,1373,0.3576110706482155,Leadership & Strategy,35.2
Integration Analyst,38,540,1483,0.3641267700606878,Medical & Healthcare,35.056666666666665
It Specialist,38,547,1548,0.3533591731266149,Supply Chain & Logistics,35.36666666666667
Junior Network Engineer,38,493,1352,0.3646449704142012,Law Enforcement,35.78666666666667
Network Consultant,38,1009,3292,0.3065006075334143,Construction,36.92
Network Support Specialist,38,1025,3395,0.3019145802650957,Sales & Marketing,36.96666666666667
Salesforce Administrator,38,1022,3269,0.3126338329764453,Hospitality,38.60333333333333
Sap Functional Consultant,38,1025,3289,0.3116448768622681,Communication & PR,38.233333333333334
Support Technician,38,1122,3609,0.3108894430590191,Data & IT,37.2
Crisis Counselor,38,397,1224,0.3243464052287582,Administrative & Clerical,36.303333333333335
Mechanical Drafter,37,567,1959,0.2894333843797856,Leadership & Strategy,37.093333333333334
Production Engineer,37,668,2485,0.2688128772635815,Medical & Healthcare,26.283333333333335
Security Engineer,37,631,1968,0.320630081300813,Supply Chain & Logistics,38.526666666666664
Simulation Engineer,37,667,2285,0.2919037199124726,Law Enforcement,36.65
Underground Miner,36,286,1124,0.2544483985765124,Construction,31.333333333333332
Unix Engineer,36,516,1690,0.3053254437869822,Sales & Marketing,37.07
Verification Engineer,36,506,1628,0.3108108108108108,Hospitality,37.81
Voice Engineer,36,551,1759,0.313246162592382,Communication & PR,44.21666666666667
Chief Administrative Officer,35,281,1828,0.1537199124726477,Data & IT,31.7
Emergency Management Specialist,35,403,1291,0.3121611154144074,Administrative & Clerical,29.6
Loss Prevention Manager,35,445,1545,0.2880258899676375,Leadership & Strategy,34.45
Proposal Coordinator,35,984,3525,0.2791489361702127,Medical & Healthcare,29.316666666666666
Provider Relations Representative,35,707,2389,0.2959397237337798,Supply Chain & Logistics,34.38
Secretary,35,617,2226,0.2771787960467206,Law Enforcement,30.176666666666666
Trading Assistant,35,659,2040,0.3230392156862745,Construction,36.556666666666665
Volunteer Coordinator,35,787,2343,0.3358941527955612,Sales & Marketing,36.55
Car Driver,35,60,505,0.1188118811881188,Hospitality,34.1
Carrier,35,62,529,0.1172022684310018,Communication & PR,36.7
Construction Driver,35,200,756,0.2645502645502645,Data & IT,24.863333333333333
Contract Driver,35,174,672,0.2589285714285714,Administrative & Clerical,32.46666666666667
Courier,35,177,680,0.2602941176470588,Leadership & Strategy,33.93666666666667
Forklift Driver,35,160,648,0.2469135802469135,Medical & Healthcare,31.506666666666668
Tanker,35,62,373,0.1662198391420911,Supply Chain & Logistics,32.27333333333333
Taxi Driver,35,93,383,0.2428198433420365,Law Enforcement,32.333333333333336
Assistant Restaurant Manager,35,142,1006,0.1411530815109344,Construction,39.99333333333333
Banquet Captain,35,101,793,0.1273644388398487,Sales & Marketing,41.093333333333334
Brewer,35,55,508,0.108267716535433,Hospitality,37.1
Chef Manager,35,90,740,0.1216216216216216,Communication & PR,41.22
Executive Chef,35,299,1007,0.2969215491559086,Data & IT,28.983333333333334
Food Production Worker,35,260,953,0.2728226652675761,Administrative & Clerical,30.376666666666665
Front Of House Manager,35,443,1432,0.3093575418994413,Leadership & Strategy,40.193333333333335
Front Office Supervisor,35,468,1627,0.2876459741856177,Medical & Healthcare,32.6
Greeter,35,277,900,0.3077777777777777,Supply Chain & Logistics,32.21666666666667
Hotel Front Office Manager,35,475,1545,0.3074433656957929,Law Enforcement,36.54666666666667
Hotel General Manager,35,425,1271,0.3343823760818253,Construction,32.413333333333334
Hotel Operations Manager,35,429,1275,0.3364705882352941,Sales & Marketing,32.083333333333336
Contract Negotiator,35,397,1238,0.3206785137318255,Hospitality,35.35666666666667
Housing Specialist,35,441,1408,0.3132102272727273,Communication & PR,36.96
Proposal Specialist,35,988,3459,0.2856316854582249,Data & IT,35.11666666666667
Analytical Chemist,35,114,757,0.1505944517833553,Administrative & Clerical,37.806666666666665
Cytogenetic Technologist,35,337,1150,0.2930434782608695,Leadership & Strategy,34.15
Food Scientist,35,340,1184,0.2871621621621621,Medical & Healthcare,35.24333333333333
Food Technologist,35,336,1179,0.2849872773536895,Supply Chain & Logistics,35.85666666666667
Laboratory Assistant,35,456,1497,0.3046092184368738,Law Enforcement,35.486666666666665
Patent Agent,35,641,2233,0.2870577698163905,Construction,33.68333333333333
Taxonomist,35,661,2244,0.2945632798573975,Sales & Marketing,36.83
Accounting Consultant,35,240,1585,0.1514195583596214,Hospitality,26.1
Accounting Technician,35,213,1460,0.1458904109589041,Communication & PR,32.086666666666666
Accounts Receivable Clerk,35,217,1451,0.149552033080634,Data & IT,31.643333333333334
Appraiser,35,177,1268,0.139589905362776,Administrative & Clerical,53.86666666666667
Broker Assistant,35,207,1467,0.1411042944785276,Leadership & Strategy,32.36
Commercial Loan Officer,35,441,1284,0.3434579439252336,Medical & Healthcare,32.09
Commodity Trader,35,444,1360,0.3264705882352941,Supply Chain & Logistics,34.42666666666667
Corporate Accountant,35,486,1586,0.3064312736443884,Law Enforcement,36.43333333333333
Entry Level Accountant,35,481,1585,0.3034700315457413,Construction,36.54
Equity Trader,35,443,1351,0.3279052553663952,Sales & Marketing,34.71666666666667
Financial Accountant,35,483,1572,0.3072519083969465,Hospitality,36.4
Fund Accounting Manager,35,483,1612,0.2996277915632754,Communication & PR,36.75666666666667
General Accountant,35,466,1545,0.3016181229773463,Data & IT,37.983333333333334
General Ledger Accountant,35,466,1543,0.3020090732339598,Administrative & Clerical,28.476666666666667
Investment Banking Analyst,35,478,1461,0.3271731690622861,Leadership & Strategy,33.156666666666666
Private Equity Analyst,35,721,2283,0.3158125273762593,Medical & Healthcare,39.75
Risk Analyst,35,725,2289,0.3167321974661424,Supply Chain & Logistics,37.27333333333333
Treasury Manager,35,704,2184,0.3223443223443223,Law Enforcement,40.333333333333336
Clinic Receptionist,35,241,1566,0.1538952745849297,Construction,31.71
Dental Receptionist,35,461,1651,0.2792247122955784,Sales & Marketing,30.176666666666666
Front Office Assistant,35,470,1642,0.2862362971985384,Hospitality,34.76
Yard Jockey,35,314,1178,0.266553480475382,Communication & PR,29.246666666666666
Associate Consultant,35,289,1784,0.1619955156950672,Data & IT,33.93333333333333
Consultant,35,495,1511,0.3275976174718729,Administrative & Clerical,31.06
Financial Consultant,35,486,1547,0.3141564318034906,Leadership & Strategy,35.46666666666667
Technical Consultant,35,1240,4070,0.3046683046683047,Medical & Healthcare,34.873333333333335
Technology Consultant,35,1236,4064,0.3041338582677165,Supply Chain & Logistics,35.13333333333333
Product Demonstrator,35,911,3170,0.2873817034700315,Law Enforcement,29.3
Promotions Manager,35,1044,3723,0.2804190169218372,Construction,30.883333333333333
Purchasing Agent,35,853,3098,0.2753389283408651,Sales & Marketing,34.85
Special Events Coordinator,35,1071,3790,0.2825857519788918,Hospitality,28.516666666666666
Assistant Project Manager,35,311,1980,0.157070707070707,Communication & PR,34.36666666666667
Associate Product Manager,35,316,2008,0.1573705179282868,Data & IT,35.18333333333333
Product Director,35,995,3281,0.3032612008533983,Administrative & Clerical,35.28666666666667
Product Owner,35,1045,3492,0.2992554410080183,Leadership & Strategy,36.14666666666667
Project Estimator,35,865,2706,0.319660014781966,Medical & Healthcare,36.53333333333333
Project Lead,35,1053,3454,0.3048639258830342,Supply Chain & Logistics,35.093333333333334
Project Leader,35,1051,3453,0.3043730089777005,Law Enforcement,33.28333333333333
Project Management Specialist,35,1070,3480,0.3074712643678161,Construction,36.86333333333334
Inventory Specialist,35,524,1687,0.3106105512744517,Sales & Marketing,38.266666666666666
Merchandising Assistant,35,873,3073,0.2840872111942727,Hospitality,31.416666666666668
Stock Manager,35,661,2265,0.291832229580574,Communication & PR,36.04666666666667
Architectural Drafter,35,137,1204,0.1137873754152823,Data & IT,32.916666666666664
Drilling Supervisor,35,232,792,0.2929292929292929,Administrative & Clerical,29.3
General Contractor,35,299,939,0.3184238551650692,Leadership & Strategy,33.38333333333333
Safety Professional,35,574,1964,0.2922606924643584,Medical & Healthcare,36.93666666666667
Safety Specialist,35,570,1958,0.2911133810010214,Supply Chain & Logistics,36.62
Adjuster,35,222,1451,0.1529979324603721,Law Enforcement,31.183333333333334
Claim Specialist,35,236,1511,0.1561879549966909,Construction,34.593333333333334
Claims Examiner,35,238,1561,0.1524663677130044,Sales & Marketing,32.89666666666667
Claims Representative,35,240,1572,0.1526717557251908,Hospitality,25.703333333333333
Insurance Broker,35,441,1376,0.3204941860465116,Communication & PR,35.53333333333333
Policy Advisor,35,736,2378,0.3095037846930193,Data & IT,36.97666666666667
Mobile Phlebotomist,35,147,467,0.3147751605995717,Administrative & Clerical,31.583333333333332
Orthopedic Technician,35,174,673,0.2585438335809807,Leadership & Strategy,33.846666666666664
Aircraft Assembler,35,64,518,0.1235521235521235,Medical & Healthcare,37.00333333333333
Aircraft Maintenance Technician,35,68,536,0.126865671641791,Supply Chain & Logistics,36.35
Aircraft Mechanic,35,69,546,0.1263736263736263,Law Enforcement,36.9
Auto Mechanic,35,70,573,0.1221640488656195,Construction,34.336666666666666
Auto Technician,35,70,573,0.1221640488656195,Sales & Marketing,40.63666666666666
Automotive Mechanic,35,70,573,0.1221640488656195,Hospitality,36.45
Automotive Technician,35,70,573,0.1221640488656195,Communication & PR,36.266666666666666
Aviation Maintenance Technician,35,68,536,0.126865671641791,Data & IT,36.016666666666666
Aviation Mechanic,35,67,527,0.127134724857685,Administrative & Clerical,38.85666666666667
Car Mechanic,35,66,525,0.1257142857142857,Leadership & Strategy,40.583333333333336
Copier Technician,35,232,884,0.2624434389140271,Medical & Healthcare,30.796666666666667
Diesel Mechanic,35,206,740,0.2783783783783783,Supply Chain & Logistics,31.44
Diesel Technician,35,209,744,0.2809139784946236,Law Enforcement,33.52333333333333
Fire Alarm Technician,35,218,777,0.2805662805662806,Construction,32.65
Generator Technician,35,232,841,0.2758620689655172,Sales & Marketing,28.083333333333332
Gse Mechanic,35,199,736,0.2703804347826087,Hospitality,30.643333333333334
Hvac,35,204,765,0.2666666666666666,Communication & PR,30.376666666666665
Hvac Mechanic,35,206,807,0.2552664188351921,Data & IT,30.823333333333334
Lead Technician,35,428,1196,0.3578595317725752,Administrative & Clerical,34.303333333333335
Materials Planner,35,752,2426,0.3099752679307502,Leadership & Strategy,35.266666666666666
Office Cleaning,35,67,416,0.1610576923076923,Medical & Healthcare,36.736666666666665
Prepress,35,546,2241,0.2436412315930388,Supply Chain & Logistics,32.50666666666667
Prepress Technician,35,548,2232,0.2455197132616487,Law Enforcement,29.036666666666665
Telecom Technician,35,637,1938,0.3286893704850361,Construction,36.61666666666667
Upholsterer,35,325,1265,0.2569169960474308,Sales & Marketing,18.37
Wire Technician,35,527,1641,0.3211456429006703,Hospitality,37.343333333333334
Assistant Designer,35,226,1888,0.1197033898305084,Communication & PR,35.57666666666667
Cnc Operator,35,89,611,0.1456628477905073,Data & IT,33.81666666666667
Inventory Associate,35,536,1848,0.29004329004329,Administrative & Clerical,35.88
Inventory Clerk,35,530,1840,0.2880434782608695,Leadership & Strategy,34.25333333333333
Lathe Operator,35,200,820,0.2439024390243902,Medical & Healthcare,26.953333333333333
Manufacturing Process Engineer,35,715,2635,0.2713472485768501,Supply Chain & Logistics,34.06666666666667
Night Stocker,35,312,1108,0.2815884476534296,Law Enforcement,36.93333333333333
Overnight Stocker,35,320,1114,0.2872531418312388,Construction,35.71666666666667
Penetration Tester,35,668,2047,0.3263312164142647,Sales & Marketing,36.31666666666667
Peoplesoft Developer,35,957,3052,0.313564875491481,Hospitality,35.36
Programmer Analyst,35,979,3054,0.3205631958087754,Communication & PR,35.266666666666666
Salesforce Developer,35,1004,3228,0.3110285006195787,Data & IT,36.03333333333333
Sharepoint Administrator,35,1002,3274,0.3060476481368356,Administrative & Clerical,35.06333333333333
Business Development Analyst,35,338,2185,0.1546910755148741,Leadership & Strategy,39.35666666666667
Business Development Associate,35,340,2190,0.1552511415525114,Medical & Healthcare,38.00666666666667
Business Development Specialist,35,341,2193,0.1554947560419516,Supply Chain & Logistics,34.67333333333333
Financial Reporting Analyst,35,532,1624,0.3275862068965517,Law Enforcement,36.28
Financial Risk Analyst,35,517,1584,0.3263888888888889,Construction,35.69
Gis Analyst,35,511,1434,0.3563458856345886,Sales & Marketing,33.26
Program Analyst,35,970,3248,0.2986453201970443,Hospitality,35.28666666666667
Transportation Analyst,35,815,2451,0.3325173398612811,Communication & PR,36.38333333333333
Data Manager,35,611,1771,0.3450028232636928,Data & IT,33.93666666666667
Geospatial Analyst,35,506,1430,0.3538461538461538,Administrative & Clerical,35.3
Gis Technician,35,494,1408,0.3508522727272727,Leadership & Strategy,32.85333333333333
Oracle Dba,35,961,3055,0.3145662847790507,Medical & Healthcare,34.483333333333334
Graphics Designer,35,631,2347,0.2688538559863656,Supply Chain & Logistics,28.703333333333333
Senior Graphic Designer,35,857,3006,0.2850964737192282,Law Enforcement,32.166666666666664
Employee Relations Specialist,35,467,1469,0.3179033356024506,Construction,34.5
Human Resources Representative,35,469,1525,0.3075409836065573,Sales & Marketing,36.653333333333336
Onboarding Specialist,35,955,3349,0.2851597491788593,Hospitality,32.593333333333334
Payroll Supervisor,35,718,2405,0.2985446985446985,Communication & PR,34.64
Special Events Manager,35,1049,3671,0.2857532007627349,Data & IT,33.11
Telephone Interviewer,35,924,2765,0.3341772151898734,Administrative & Clerical,36.43333333333333
Training Specialist,35,1018,3114,0.3269107257546564,Leadership & Strategy,36.17333333333333
Corporate Paralegal,35,458,1638,0.2796092796092796,Medical & Healthcare,25.18
Juvenile Probation Officer,35,429,1323,0.3242630385487528,Supply Chain & Logistics,34.96333333333333
Legal Receptionist,35,463,1700,0.2723529411764706,Law Enforcement,28.643333333333334
Legislative Assistant,35,774,2532,0.3056872037914692,Construction,32.18333333333333
Patent Examiner,35,607,2133,0.2845757149554618,Sales & Marketing,31.886666666666667
Family Support Specialist,35,450,1548,0.2906976744186046,Hospitality,35.276666666666664
Family Support Worker,35,454,1560,0.291025641025641,Communication & PR,32.016666666666666
Field Organizer,35,452,1389,0.3254139668826494,Data & IT,35.74
Organizer,35,823,3094,0.2659987071751777,Administrative & Clerical,32.166666666666664
Business Partner,35,319,2087,0.1528509822712027,Leadership & Strategy,35.973333333333336
Operations Analyst,35,939,3006,0.312375249500998,Medical & Healthcare,35.666666666666664
Strategic Planner,35,935,3451,0.270935960591133,Supply Chain & Logistics,30.566666666666666
Strategist,35,926,3429,0.2700495771361913,Law Enforcement,32.1
Workforce Analyst,35,771,2290,0.3366812227074235,Construction,38.63333333333333
Business Development Consultant,35,346,2218,0.1559963931469792,Sales & Marketing,35.983333333333334
Business Development Director,35,348,2223,0.1565452091767881,Hospitality,35.25
Business Development Manager,35,352,2227,0.1580601706331387,Communication & PR,32.15
Client Manager,35,353,2216,0.1592960288808664,Data & IT,32.39
Commercial Account Manager,35,374,2294,0.1630340017436791,Administrative & Clerical,31.35333333333333
Commercial Sales Manager,35,376,1109,0.3390441839495041,Leadership & Strategy,33.083333333333336
Hvac Sales,35,309,1062,0.2909604519774011,Medical & Healthcare,31.533333333333335
Online Sales Manager,35,998,3082,0.3238157040882544,Supply Chain & Logistics,35.25
Regional Sales Manager,35,1003,3153,0.3181097367586425,Law Enforcement,35.25
Relationship Manager,35,967,3049,0.317153164972122,Construction,35.93333333333333
Sales Consultant,35,996,3045,0.3270935960591133,Sales & Marketing,35.593333333333334
Sales Coordinator,35,997,3135,0.3180223285486443,Hospitality,35.46666666666667
Senior Sales Executive,35,973,3033,0.3208044840092318,Communication & PR,35.36666666666667
Acute Care Nurse Practitioner,35,119,796,0.1494974874371859,Data & IT,35.666666666666664
Neonatal Nurse Practitioner,35,229,825,0.2775757575757576,Administrative & Clerical,29.816666666666666
Nursing,35,237,882,0.2687074829931973,Leadership & Strategy,28.526666666666667
